,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
18298,2017-10-28,04:44:26,HajiLoveCO,@Delta Hallelujah-someone in Austin is wonderful &amp; saved the day!! At least on getting me off the phone..Delta - work on this companion pass thing,0.7955,0.0,1.0,0.0,0.0,hallelujahsomeone austin wonderful and saved day least getting phonedea work companion pass thing,,1
18310,2017-10-28,04:28:37,tgeorge1323,"Thank you too, @Delta! Me and the boys of @TeamShuster are happy to help. Another great experience, and a nice chunk of cash to show for it!",0.9467,0.0,1.0,0.0,0.0,thank boys happy help another great experience nice chunk cash show,,0
18326,2017-10-28,04:01:28,Seabee81,@Delta @SJack246 Much thanks to the crews of flights #753 &amp; #769 for getting my wife home safely. Flight #769 2x's this week. Much thanks!,0.8516,0.0,1.0,0.0,0.0,much thanks crews flights #753 and #769 getting wife home safely flight #769 week much thanks,"['#753', '#769', '#769']",1
18334,2017-10-28,03:52:48,ChrisZoladz,"@kacy1707 @Delta @MarvelOnTour @FeldEnt Thanks for making everyone on flight 1555 smile, Kacy. Enjoy the @MarvelOnTour masks. @Delta, this crew is ",0.8225,0.0,1.0,0.0,0.0,thanks making everyone flight smile kacy enjoy masks crew,,2
18336,2017-10-28,03:50:25,VilissaThompson,@Delta @AmericanAir I appreciated you all providing the loan chair I needed to get safety to a friend’s house.,0.7269,1.0,1.0,0.0,0.0,appreciated providing loan chair needed get safety friends house,,1
18337,2017-10-28,03:46:29,CFD22,"And, I remember just how terrific you were to me, and everyone else on your flights! A true professional, and even better person! @Delta",0.855,0.0,1.0,0.0,0.0,remember terrific everyone else flights true professional even better person,,1
18340,2017-10-28,03:41:41,TiffanyAndLupus,@VilissaThompson sending you SO MUCH love! You deserve several margaritas &amp; den some! Thank you @Delta for stepping up w/ ️ accessibility.,0.8504,0.0,1.0,0.0,0.0,sending much love deserve several margaritas and den thank stepping accessibility,,3
18370,2017-10-28,03:02:25,bradjodoin,"Dang, @Delta, I hope you save us lots of money using lawn chairs in your planes",0.7269,0.0,1.0,0.0,0.0,dang hope save us lots money using lawn chairs planes,,4
18387,2017-10-28,02:41:19,Dakotapam,"Delayed @Delta flight at MSP, but it is a flight full of #NorthDakotans, so everyone will be best friends by the time we land. #legendary",0.8885,0.0,1.0,0.0,0.0,delayed flight msp flight full #northdakotans everyone best friends time land #legendary,"['#northdakotans', '#legendary']",1
18400,2017-10-28,02:35:03,AnneCarney17,@BrianRAlexander @Delta Yikes!  Hope @BrianRAlexander has a good book and that @Delta makes him comfortable. Grrrrr.,0.8553,0.0,1.0,0.0,0.0,yikes hope good book makes comfortable grrrrr,,4
18409,2017-10-28,02:22:55,the_coffeegirl,"You know you're a sap when you choose Love Actually as your in-flight entertainment. Thank you, @Delta.",0.8591,0.0,1.0,0.0,0.0,know you are sap choose love actually inflight entertainment thank,,3
18426,2017-10-28,01:57:19,AmandaRThomas92,@Delta doing flight delays right! Loving the complimentary snacks to help pass the time!,0.8774,0.0,1.0,0.0,0.0,flight delays right loving complimentary snacks help pass time,,0
18427,2017-10-28,01:56:24,Emilybater1,@Delta please help! Need urgent assistance with a flight alteration and contact number provided not working! No email reply either,0.8211,0.0,1.0,0.0,0.0,please help need urgent assistance flight aeration contact number provided working email reply either,,0
18434,2017-10-28,01:43:46,kacy1707,@ChrisZoladz @Delta @MarvelOnTour @FeldEnt @ChrisZoladz thanks for being so understanding and a special thank you for the masks! #flydeltajets #marvel #happyhalloweem,0.8251,0.0,1.0,0.0,0.0,thanks understanding special thank masks #flydeajets #marvel #happyhalloweem,"['#flydeajets', '#marvel', '#happyhalloweem']",2
18443,2017-10-28,01:33:14,Dana_Banks5,"@Delta We eventually got to work with Wendy at BOS and she was great and got us all set up, thank you!",0.784,0.0,1.0,0.0,0.0,eventually got work wendy bos great got us set thank,,2
18461,2017-10-28,01:15:13,RobinSutherland,@Delta thanks that's really helpful do we need to do anything at the airport before we check in?,0.7178,0.0,1.0,0.0,0.0,thanks thats really helpful need anything airport check,,0
18462,2017-10-28,01:14:27,janiekahner,@Delta an 1140p flight? Pretty sure I was booked on a 1005p flight and had plans tonight so thanks for the delay... #JUSTKIDDING,0.8497,0.0,1.0,0.0,0.0,flight pretty sure booked flight plans tonight thanks delay #justkidding,['#justkidding'],1
18463,2017-10-28,01:13:49,ChrisZoladz,"@Delta The Delta flight 1555 crew from STL to DTW rocked. Delays aren’t fun, but your crew made the best of the situation. We all applauded. ",0.9042,0.0,1.0,0.0,0.0,dea flight crew stl dtw rocked delays are not fun crew made best situation applauded,,2
18465,2017-10-28,01:11:05,MsWise,"I made it to @DePauwU JUST in time. And y'all were super &amp; this bed feels amazing. No thanks to u, @Delta (don't msg me no mo we broken up)",0.8013,0.0,1.0,0.0,0.0,made time you all super and bed feels amazing thanks do not msg mo broken,,2
18471,2017-10-28,01:09:22,Dlret1,@barnerjones @GoldboxATL @Delta @Medallions4Good @saab007 @Akhil_Anumolu Was a gate agent and red coat for many years at DELTA... I loved my job. It was the only job I ever had...I loved dealing with the public and I always did what I could to help them!,0.8955,0.0,1.0,0.0,0.0,gate agent red coat many years dea loved job job ever hadi loved dealing public always could help,,2
18478,2017-10-28,01:04:37,tylergray,Wow thanks @Delta &amp; @lyft for the $100 in lux rides!,0.7901,0.0,1.0,0.0,0.0,wow thanks and lux rides,,1
18479,2017-10-28,01:04:24,KellyJamesTV,@Delta please add more flights to COS. DEN is going to grow and you could do better in this market. Predict growth!,0.7959,0.0,1.0,0.0,0.0,please add flights cos den going grow could better market predict growth,,1
18506,2017-10-28,00:46:37,Froham,@atjones0011 @Delta @Gogo I flew on @JetBlue and had awesome wifi from @amazon. It was free.,0.8126,0.0,1.0,0.0,0.0,flew awesome wifi free,,4
18507,2017-10-28,00:46:26,bruce_charlotte,@Delta Thank you so much for the unexpected @Porsche transfer at @ATLairport tonight. It was a very special treat. #DiamondMedallion,0.8162,0.0,1.0,0.0,0.0,thank much unexpected transfer tonight special treatiamondmedallion,,2
18509,2017-10-28,00:44:42,sewilkie,"Thank you for such a beautiful send off, Atlanta! Until next time... #edchat @NLearning #headinghome @Delta #lovemyjob @BalancEdTech @RoyBPS",0.7712,0.0,1.0,0.0,0.0,thank beautiful send atlanta next time #edchat #headinghome #lovemyjob,"['#edchat', '#headinghome', '#lovemyjob']",1
18515,2017-10-28,00:41:21,Scott_V14,@Delta It's Delta or bust for me. No one competes. Delta Platinum Amex on hand @ all times. Take the best &amp; leave the rest. Keep up the great work!,0.8858,0.0,1.0,0.0,0.0,dea bust one competes dea platinum amex hand times take best and leave rest keep great work,,1
18517,2017-10-28,00:40:48,LINDSEYSCHMIDT_,"Kevin on flight DL1415 was the most amazing flight leader I've ever encountered! Funny, charismatic &amp; so kind! #KevForPresident @delta",0.9176,0.0,1.0,0.0,0.0,kevin flight dl1415 amazing flight leader i have ever encountered funny charismatic and kind #kevforpresident,['#kevforpresident'],2
18522,2017-10-28,00:37:21,Schmitt000,@theotherBHarvey @AmericanAir Hopefully 10yrs from now you will renew your vows travel book w/ @delta look back n laugh!!,0.7835,1.0,1.0,0.0,0.0,hopefully renew vows travel book look back laugh,,1
18548,2017-10-28,00:11:28,phil_diane,@Delta No that's ok. Once your 2 stellar gate agents came they rapidly took care of everyone with a smile. You're lucky to have them.,0.8176,0.0,1.0,0.0,0.0,thats ok stellar gate agents came rapidly took care everyone smile you are lucky,,2
18549,2017-10-28,00:10:32,Scott_V14,@Delta @DeltaAssist @DeltaNewsHub This is why we fly &amp; why we thank you for doing what you do. Most gorgeous sky in my life. What a flight!,0.7955,0.0,1.0,0.0,0.0,fly and thank gorgeous sky life flight,,2
18561,2017-10-27,23:57:18,madisonlilly,@kenneybaden @Delta OMG she is the cutest thing ever . Hope y'all have a fab time in NOLA.,0.8658,0.0,1.0,0.0,0.0,omg cutest thing ever hope you all fab time new orleans,,4
18571,2017-10-27,23:51:22,Fusionasity,@Delta thank you for getting me home safe forever trusting in delta the weather was poor but we managed to pull through thank you :),0.8674,0.0,1.0,0.0,0.0,thank getting home safe forever trusting dea weather poor managed pull thank,,1
18572,2017-10-27,23:51:19,velvetjules,"Should be landing in Chicago in 20 minutes, but instead I'm going on hour 3 at @mspairport because @Delta mistakingly canceled my reservation this morning and re-booked me on a now delayed flight. Sure hope I don't miss my brother's memorial.",0.7283,0.0,1.0,0.0,0.0,landing chicago minutes instead i am going hour mistakingly canceled reservation morning rebooked delayed flight sure hope do not miss brothers memorial,,4
18587,2017-10-27,23:42:12,davidwisor,I find that @delta flight attendants are such friendly people...12 flights in 16 days and every experience fantastic.  Thanks @delta,0.8658,0.0,1.0,0.0,0.0,find flight attendants friendly people12 flights days every experience fantastic thanks,,2
18596,2017-10-27,23:35:54,melissaheld,@Clear @Delta  TY for the great service at LGA.. great flight and seamless access to TSA line.,0.9106,0.0,1.0,0.0,0.0,ty great service lga great flight seamless access tsa line,,2
18604,2017-10-27,23:30:32,hkcaller,@Delta can you help me with my baggage issue? I already sent you a message with the info. Thanks in advance!,0.7088,0.0,1.0,0.0,0.0,help baggage issue already sent message info thanks advance,,0
18611,2017-10-27,23:23:45,D_Kidd63,Thank you @Delta from 8D for getting me home safely once again...,0.8842,0.0,1.0,0.0,0.0,thank getting home safely,,1
18613,2017-10-27,23:21:54,NeverTooKate,@Delta Thank you so much for your help. I couldn’t find that and I appreciate you passing the link on.  Thanks for always being helpful. ,0.9118,0.0,1.0,0.0,0.0,thank much help could not find appreciate passing link thanks always helpful,,0
18619,2017-10-27,23:12:56,Dana_Banks5,"@Delta stuck in Boston and can’t get representstives in the airport to help us, trying to get to @NDFootball tomorrow help please!",0.7177,0.0,1.0,0.0,0.0,stuck boston can not get representstives airport help us trying get tomorrow help please,,0
18642,2017-10-27,23:03:00,luvalawa,Happy I switched my flying to @Delta and partners last year. So far I am happy. Normal people. Normal conversations. Easy solutions.,0.9055,0.0,1.0,0.0,0.0,happy switched flying partners last year far happy normal people normal conversations easy solutions,,1
18645,2017-10-27,23:01:36,dschob1,@Delta thanks for the great ride on DL35 today!  The crew was absolutely amazing!  Great job! ,0.9542,0.0,1.0,0.0,0.0,thanks great ride dl35 today crew absolutely amazing great job,,2
18653,2017-10-27,22:53:49,carlyeinfeld,Loving the crew on @Delta flight 473 LAX to New York!! glad I made the switch to Delta!,0.8306,0.0,1.0,0.0,0.0,loving crew flight lax new york glad made switch dea,,2
18665,2017-10-27,22:48:59,JenAries4,@Delta YAY!! My first silver upgrades!! #neededthistoday #thankyou,0.7431,0.0,1.0,0.0,0.0,yay first silver upgrades #neededthistoday #thankyou,"['#neededthistoday', '#thankyou']",3
18710,2017-10-27,22:14:32,ShapsWade,Great flight on @delta today. No delays or anything! Thanks!,0.7494,0.0,1.0,0.0,0.0,great flight today delays anything thanks,,0
18716,2017-10-27,22:09:00,kevintheflygirl,"@barnerjones @Delta @Medallions4Good @GoldboxATL @saab007 @Akhil_Anumolu Oh wow, you look awesome!!!",0.8682,0.0,1.0,0.0,0.0,oh wow look awesome,,1
18719,2017-10-27,22:06:41,NeverInPants,@Delta would you consider this an acceptable clean display? Bc I’m sure the cure to hepatitis is on it.,0.743,0.0,1.0,0.0,0.0,would consider acceptable clean display bc i am sure cure hepatitis,,1
18724,2017-10-27,22:04:08,bertranddussert,Beautiful night to fly @Delta! Good weekend everyone!,0.8118,0.0,1.0,0.0,0.0,beautiful night fly good weekend everyone,,1
18738,2017-10-27,21:52:30,samramarm,Thank you @Delta for educating me on the complicated and rich history of @oasis,0.7269,0.0,1.0,0.0,0.0,thank educating complicated rich history,,1
18740,2017-10-27,21:51:38,stevedotmiller,@Delta @DPontheGo @Delta is good. Just landed in Dallas after they got my #TSAprecheck on my flight when I forgot! Best airline I fly,0.8122,0.0,1.0,0.0,0.0,good landed dallas got #tsaprecheck flight forgot best airline fly,['#tsaprecheck'],1
18764,2017-10-27,21:36:03,GWLandTrust,"Sun. inbound Weather/Storm was about to trap @GWlandtrust ExecDir, but @Delta Twitter rode to the rescue! Thanks for the great help!",0.9609,0.0,1.0,0.0,0.0,sun inbound weatherstorm trap execdir twitter rode rescue thanks great help,,0
18773,2017-10-27,21:28:20,barnerjones,"One of the most fun days I have had at @Delta!  Working with the people that go above &amp; beyond, gives you an appreciation for what they do!",0.8165,0.0,1.0,0.0,0.0,one fun days working people go and beyond gives appreciation,,1
18786,2017-10-27,21:21:14,jacknox44,@Delta please help. I need to.get to TYS and my flight has been delayed 3 times. I care for my mom with alzheimers. Is there a flight 2night,0.743,0.0,1.0,0.0,0.0,please help need toget tys flight delayed times care mom alzheimers flight,,0
18804,2017-10-27,21:13:56,RoseThaGREATest,I wish that large co. like @Delta would train their employees to treat customers “like me” better. #thatsall,0.8689,0.0,1.0,0.0,0.0,wish large co like would train employees treat customers like better #thatsall,['#thatsall'],1
18807,2017-10-27,21:13:28,somerville73,@Delta Doesn’t really help when shipping a bike. The less baggage handling by them the better. Should be a year round service!,0.7339,0.0,1.0,0.0,0.0,does not really help shipping bike less baggage handling better year round service,,0
18815,2017-10-27,21:11:40,MalwareJake,@GKilCommons @Delta Clear FTW.,0.7456,0.0,1.0,0.0,0.0,clear ftw,,2
18818,2017-10-27,21:10:09,nma_io,"@MalwareJake @Delta Glad I'm not the only one who's done that. If you're like me, you'd better check your hotel reservations too...",0.8126,0.0,1.0,0.0,0.0,glad i am one who is done you are like you would better check hotel reservations,,1
18829,2017-10-27,21:07:07,davidbarthel1,@Delta I love your airline-service but you Global upgrade certs are worthless.  Work to take care of the most loyal! #diamond. #lax-Sydney,0.8373,0.0,1.0,0.0,0.0,love airlineservice global upgrade certs worthless work take care loyaliamond #laxsydney,['#laxsydney'],3
18832,2017-10-27,21:05:27,rkrystalli,"@delta Hi! I spoke to agent re: itinerary change &amp; was promised a flight credit, but never got my email confirming. Could you help? Thanks!",0.8894,0.0,1.0,0.0,0.0,hi spoke agent itinerary change and promised flight credit never got email confirming could help thanks,,0
18834,2017-10-27,21:04:22,tonycdonofrio,The fun of Friday flying on @Delta . Five hours and 25 minutes delay and counting. 8:30 arrival now 12:30 am Saturday. Wow.,0.7003,0.0,1.0,0.0,0.0,fun friday flying five hours minutes delay counting arrival saturday wow,,1
18844,2017-10-27,20:56:57,BrianThivierge1,"@Delta can’t check in on your app, current customer support hold time is “over 2 hours”... sent you a DM... need to get home tomorrow, HELP!",0.7525,0.0,1.0,0.0,0.0,can not check app current customer support hold time hours sent direct message need get home tomorrow help,,0
18855,2017-10-27,20:44:07,QueenOfTheWest2,@macandsoul @kazaston @Delta Thank You!! You're Welcome ️,0.7256,0.0,1.0,0.0,0.0,thank you are welcome,,1
18859,2017-10-27,20:37:37,elennox07,"Hey @Delta, I had some crazy travel issues this morning but you guys were super helpful and accommodating. Thanks!",0.9259,0.0,1.0,0.0,0.0,hey crazy travel issues morning guys super helpful accommodating thanks,,2
18863,2017-10-27,20:35:48,dianathomas166,@Delta  it was Wednesday leaving from atl to San Diego at 4:40 I think I don't have flight number but Stephanie the manager was amazing,0.726,0.0,1.0,0.0,0.0,wednesday leaving atl san diego think do not flight number stephanie manager amazing,,2
18866,2017-10-27,20:31:43,babyronayne,"@Delta I just called back and now the wait is over TWO HOURS?!  Wow, great customer service y'all",0.8478,0.0,1.0,0.0,0.0,called back wait two hours wow great customer service you all,,2
18875,2017-10-27,20:24:57,March4ward,Thank you @Delta for the free ride to and from the @FastCompany #FCFestival! So appreciate it! #LASweepstakesWinner,0.8547,0.0,1.0,0.0,0.0,thank free ride #fcfestival appreciate #lasweepstakeswinner,"['#fcfestival', '#lasweepstakeswinner']",4
18892,2017-10-27,20:17:53,ianmahanmusic,@Delta Doing better would require your airline to care about its customers and not employ people that demean customers and talk down to them.,0.7269,0.0,1.0,0.0,0.0,better would require airline care customers employ people demean customers talk,,1
18917,2017-10-27,19:58:47,rich0747,Nice pre-flight beer - Drinking a Hoppy Ki Yay by @loneriderbeer at @delta  —  #photo,0.7351,0.0,1.0,0.0,0.0,nice preflight beer drinking hoppy ki yay #photo,['#photo'],2
18954,2017-10-27,19:31:14,aussiedave,"@Delta Shout to Tina and Shkeem for real. They were outstanding. Positive, approachable, helpful and fun. #givethemaraise #upgradeDave",0.9287,0.0,1.0,0.0,0.0,shout tina shkeem real outstanding positive approachable helpful fun #givethemaraise #upgradedave,"['#givethemaraise', '#upgradedave']",2
18961,2017-10-27,19:26:25,Adam_McLaughlin,"@aussiedave @Delta YES! I will sleep well tonight. Enjoy your flight, @aussiedave! #UpgradeDave",0.8525,0.0,1.0,0.0,0.0,yes sleep well tonight enjoy flight #upgradedave,['#upgradedave'],1
18962,2017-10-27,19:25:27,missflagg,@delta 2015 was awesome. @delta 2017 is Spirit Airlines.,0.7003,0.0,1.0,0.0,0.0,awesome spirit airlines,,1
18968,2017-10-27,19:22:20,nicholasholland,@Delta Will do. I'll forgive you if you tell me a funny joke :),0.8481,0.0,1.0,0.0,0.0,i will forgive tell funny joke,,2
18994,2017-10-27,19:06:40,IamVenie16,@emg318 @mikebarnicle @Gogo @Delta Good for you...enjoy your flights.  Hope you stick up for your kids/family as vehemently.,0.7003,0.0,1.0,0.0,0.0,good youenjoy flights hope stick kidsfamily vehemently,,4
19000,2017-10-27,19:03:04,onestopjosh,Hmmmm @Delta gave my assistants full credit for their flights to Charleston but for me...full $200 charge. It’s not my fault the wedding canceled. It’s also weird that I didn’t get a full credit like they did. I even have their emails as proof.,0.8514,0.0,1.0,0.0,0.0,hmmmm gave assistants full credit flights charleston mefull charge fau wedding canceled also weird did not get full credit like even emails proof,,1
19004,2017-10-27,19:01:55,john_sperd,@aaronbergcomedy @Delta Good job champ,0.7184,0.0,1.0,0.0,0.0,good job chand,,2
19008,2017-10-27,18:59:43,VanWineFest,"Chance to win 2 @Delta One Int'l Bus Class tix anywhere @Delta flies (value ~$44,600) w/ #VIWF gala raffle tix  19+",0.7003,0.0,1.0,0.0,0.0,chance win one international bus class tix anywhere flies value #viwf gala raffle tix,['#viwf'],4
19017,2017-10-27,18:53:13,ashworth09,@Delta Yes I know that but in the meantime? I must replace my bag to fly home - a cost of $400+ to me! I hope you can resolve this matter and get me reimbursed ASAP.,0.8618,0.0,1.0,0.0,0.0,yes know meantime must replace bag fly home cost hope resolve matter get reimbursed asap,,1
19029,2017-10-27,18:47:24,nbeeson,@thegabedorta @Delta Feel better soon my friend!,0.75,0.0,1.0,0.0,0.0,feel better soon friend,,1
19039,2017-10-27,18:39:38,BrianSorbe,"Thanks for the ride Kevin! Nice Porsche! Gotta love @Delta, loyal for a reason, great service #deltadiamond #deltaporscheride",0.9564,0.0,1.0,0.0,0.0,thanks ride kevin nice porsche gotta love loyal reason great serviceeadiamondeaporscheride,,3
19048,2017-10-27,18:34:59,ChrisBarber1,Tina in CVG @ @Delta 's Diamond Desk is outstanding! She's handing out smiles over the telephone like no one's business. #CustomerService,0.8777,0.0,1.0,0.0,0.0,tina cvg diamond desk outstanding she is handing smiles telephone like ones business #customerservice,['#customerservice'],2
19050,2017-10-27,18:34:26,mamund,@Delta home safe again. thanks.,0.7003,0.0,1.0,0.0,0.0,home safe thanks,,1
19059,2017-10-27,18:27:58,Fearless,@Delta That's great except I'm told the itinerary can't be changed online and the phone queue is 2+ hours Seriously????,0.7236,0.0,1.0,0.0,0.0,thats great except i am told itinerary can not changed online phone queue hours seriously,,0
19063,2017-10-27,18:25:07,stolaphoto,"@Delta Not very thrilled about this delay for flight DL791... however your gate agent, Kenneth Hunter, was awesome! ",0.7419,0.0,1.0,0.0,0.0,thrilled delay flight dl791 however gate agent kenneth hunter awesome,,2
19074,2017-10-27,18:16:28,ShmeckledorfTV,@Delta Looks like delta finally reached out to her and only offered a refund. Looks like I won't be seeing her. Thanks again @Delta,0.8074,0.0,1.0,0.0,0.0,looks like dea finally reached offered refund looks like will not seeing thanks,,1
19093,2017-10-27,18:01:46,bmumick,@LOSairport @Delta @ATLairport @skyteam @JohnShegun @nahco_aviance @MtBethelES @dandptravels @ZeriahTravels @iamsaharagroup @NgTravelWeek Let me plan by travel on reaching Lagos on December 3rd and join the festivities. Waiting for Nigeria visa as existing visa expired,0.7269,0.0,1.0,0.0,0.0,let plan travel reaching lagos december join festivities waiting nigeria visa existing visa expired,,1
19098,2017-10-27,18:00:02,UnitedWay,"Be part of positive change, and be rewarded with @Delta miles. Learn more:",0.7783,0.0,1.0,0.0,0.0,part positive change rewarded miles learn,,0
19107,2017-10-27,17:54:14,crunchylogic,@Delta wow  you’re raising the MQD’s for 2019 to $250k for diamond?! You’ve lost a loyal #delta and @AmericanExpress customer #terrible,0.7088,0.0,1.0,0.0,0.0,wow you are raising mqds diamond you have lost loyalea customer #terrible,['#terrible'],2
19123,2017-10-27,17:47:28,mickc1962,"@Delta It was tongue in cheek honestly. I’m just so excited about going to New York. Are meals included on the flights,and can we check in online",0.7283,0.0,1.0,0.0,0.0,tongue cheek honestly i am excited going new york meals included flightsand check online,,1
19125,2017-10-27,17:47:01,RaceFanFlorida,@Delta Already got my 1st Class tickets on @delta to fly to see family for Thanksgiving! Woo Hoo! I love this time of year!,0.8472,0.0,1.0,0.0,0.0,already got class tickets fly see family thanksgiving woo hoo love time year,,3
19127,2017-10-27,17:44:27,GregoryPatrickE,@Delta @Pink @kellyclarkson Thank you!  So far so good as usual. Hoping for no delay getting to LGA from ATL. #TEAMDELTA,0.7321,0.0,1.0,0.0,0.0,thank far good usual hoping delay getting lga atl #teamdea,['#teamdea'],1
19153,2017-10-27,17:34:05,KelliWard2018,@Oil_Guns_Merica @Delta So this why a plane ticket with cost over a grand now: in-flight amenities. Well played.,0.7579,0.0,1.0,0.0,0.0,plane ticket cost grand inflight amenities well played,,4
19159,2017-10-27,17:31:39,Oil_Guns_Merica,"For the love of God, @Delta, please don't get any ideas here",0.8225,0.0,1.0,0.0,0.0,love god please do not get ideas,,3
19161,2017-10-27,17:30:36,meaux_zay,"@AndresCasson @rihanna @Delta @ATLUTD 100% bro. Great perks, easily accessible, and the customer service is consistently top notch.",0.8074,0.0,1.0,0.0,0.0,bro great perks easily accessible customer service consistently top notch,,2
19191,2017-10-27,17:18:04,jcalz88,"@Delta Yes, a few things.  20k point and free WiFi covers the hassle! Your the best for offering!",0.8953,0.0,1.0,0.0,0.0,yes things point free wifi covers hassle best offering,,4
19198,2017-10-27,17:14:11,TedDundon,Iyesha and the @delta team at SFO deserve a huge shout out. They were really amazing today and were an amazing example of customer service.,0.8882,0.0,1.0,0.0,0.0,iyesha team sfo deserve huge shout really amazing today amazing exandle customer service,,2
19201,2017-10-27,17:12:23,3pittiepups,@ST3Bound @Delta Cute pic of you and mom ! Hope you all had a good flight and have fun with fam! The town your right on water bet it's gorgeous! ,0.9515,0.0,1.0,0.0,0.0,cute pic mom hope good flight fun fam town right water bet gorgeous,,4
19206,2017-10-27,17:09:10,alyvalli,@Delta Issue resolved by calling online help. Thanks! ,0.7644,0.0,1.0,0.0,0.0,issue resolved calling online help thanks,,0
19213,2017-10-27,17:01:31,chekov98,@Delta I reached my destination already but can I pretty please go back I forgot something at home,0.8151,0.0,1.0,0.0,0.0,reached destination already pretty please go back forgot something home,,1
19240,2017-10-27,16:45:27,appelbaum_josh,I’m looking for some answers @Delta. At the very least an explanation as to why we ought to remain loyal to a brand that isn’t loyal to us.,0.7351,0.0,1.0,0.0,0.0,i am looking answers least explanation ought remain loyal brand is not loyal us,,1
19241,2017-10-27,16:44:08,H0LA_BITCHATO,"@delta Hi, I need help regarding changing my ticket due Northeast Weather. Could you please DM me asap? Thanks.",0.7845,0.0,1.0,0.0,0.0,hi need help regarding changing ticket due northeast weather could please direct message asap thanks,,0
19243,2017-10-27,16:41:57,AndTidy,@Delta Fantastic service on board DL59 today. Thank you. ,0.7269,0.0,1.0,0.0,0.0,fantastic service board dl59 today thank,,2
19250,2017-10-27,16:36:44,wearedream,Thanks so much to our friends at @Delta for helping us celebrate Halloween yesterday at our Harvest Fest! We had a blast ,0.9041,0.0,1.0,0.0,0.0,thanks much friends helping us celebrate halloween yesterday harvest fest blast,,1
19251,2017-10-27,16:36:11,shesuplateagain,Thanks @Delta @BabyLogan3 loves the bear,0.765,0.0,1.0,0.0,0.0,thanks loves bear,,1
19253,2017-10-27,16:35:37,appelbaum_josh,"Ever since Richard retired and Big Ed took over, the friendly skies are quite a bit friendlier at other airlines. @delta",0.7564,0.0,1.0,0.0,0.0,ever since richard retired big ed took friendly skies quite bit friendlier airlines,,2
19254,2017-10-27,16:35:25,its_aurora,@Delta Then had to deal with a condescending gate agent who talked to me like a child. I am having a fantastic day with Delta.,0.7269,0.0,1.0,0.0,0.0,deal condescending gate agent talked like child fantastic day dea,,2
19301,2017-10-27,16:05:46,GoWithJoyce,@delta I need a toll free number I can call from France I need to change a reservation. Help!,0.7644,0.0,1.0,0.0,0.0,need toll free number call france need change reservation help,,0
19311,2017-10-27,15:50:06,its_aurora,@Delta OH COOL. There was no reason to change my flight. Your system screwed me over. Now I’m on standby for my ORIGINAL FLIGHT. AMAZING.,0.7351,0.0,1.0,0.0,0.0,oh cool reason change flight system screwed i am standby original flight amazing,,2
19315,2017-10-27,15:47:40,lsalmo,@Delta @gabyoneBplease @DELTA I am the mom that is part of this rescue mission on FLT DL70 now flt 9928 to Amsterdam need help not going to make my connection,0.7632,0.0,1.0,0.0,0.0,mom part rescue mission f dl70 f amsterdam need help going make connection,,0
19316,2017-10-27,15:47:32,vongole21,"@thepointsguy @Delta Enjoy Charleston at Christmas, we love living here.",0.8126,0.0,1.0,0.0,0.0,enjoy charleston christmas love living,,3
19324,2017-10-27,15:39:55,CodingEducators,@Delta isn’t loyal. Delta wants to charge $150 to credit my account for canceled rewards trip!  #NoLoyalty ,0.8439,0.0,1.0,0.0,0.0,is not loyal dea wants charge credit account canceled rewards trip #noloyay,['#noloyay'],2
19331,2017-10-27,15:32:48,danabrit,Delta flight 3490 has the friendliest flight crew I've ever had in 20 years of flying. Such a great start to our travel day! :-) @Delta,0.8832,0.0,1.0,0.0,0.0,dea flight friendliest flight crew i have ever years flying great start travel day,,2
19342,2017-10-27,15:24:57,MMFill,Thanks @Delta for the safe &amp; smooth flight from @flynashville to @LGAairport! (And shoutout to our female captain - we need more of you! ),0.7494,0.0,1.0,0.0,0.0,thanks safe and smooth flight shoutout female captain need,,2
19344,2017-10-27,15:21:32,jsieve17,@Delta Just an awesome show!  Well done on the tweet!! #StrangerThings #MillionMiler,0.795,0.0,1.0,0.0,0.0,awesome show well done tweet #strangerthings #millionmiler,"['#strangerthings', '#millionmiler']",3
19373,2017-10-27,15:01:03,SweetTooth_LA,"@yakzdubz @Delta Love you buddy, have fun",0.8176,0.0,1.0,0.0,0.0,love buddy fun,,3
19375,2017-10-27,15:00:20,heidikoz1,@arisytner @Delta Safe travels!! Stunning photo!,0.7488,0.0,1.0,0.0,0.0,safe travels stunning photo,,2
19386,2017-10-27,14:56:11,Mr_Cirrincione,"It's been almost a year since my last @Delta flight, LOVE the @KINDSnacks on board.",0.7125,0.0,1.0,0.0,0.0,almost year since last flight love board,,3
19390,2017-10-27,14:54:23,seb1233,@Delta Yes but as skymile member I know I can get free miles.,0.743,0.0,1.0,0.0,0.0,yes skymile member know get free miles,,4
19398,2017-10-27,14:51:44,gletham,Kudos to @SeaTacAirport @DHSgov and @Delta Last nights jaunt to the Mile High City was a breeze and smooth sailing. Fast and easy checkin,0.7351,0.0,1.0,0.0,0.0,kudos last nights jaunt mile high city breeze smooth sailing fast easy checkin,,2
19399,2017-10-27,14:51:19,VDartInc,Dignity means that a loving #mentorship takes place -- @DaveRamsey Thanks to our incredible mentors @Delta and @Accenture #Entre1Day,0.8591,0.0,1.0,0.0,0.0,dignity means loving #mentorship takes place thanks incredible mentors #entre1day,"['#mentorship', '#entre1day']",3
